index,tripduration,starttime,stoptime,start.station.id,start.station.name,start.station.latitude,start.station.longitude,end.station.id,end.station.name,end.station.latitude,end.station.longitude,bikeid,usertype,birth.year,gender,date,count
113,973,3/31/2016 15:34,3/31/2016 15:51,79,Franklin St & W Broadway,40.71911552,-74.00666661,304,Broadway & Battery Pl,40.70463334,-74.01361706,16617,Subscriber,1973,2,3/31/2016,1
114,2163,3/31/2016 15:35,3/31/2016 16:11,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,19819,Subscriber,1956,1,3/31/2016,1
115,520,3/31/2016 15:37,3/31/2016 15:45,79,Franklin St & W Broadway,40.71911552,-74.00666661,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,15521,Subscriber,1953,1,3/31/2016,1
116,908,3/31/2016 15:37,3/31/2016 15:52,79,Franklin St & W Broadway,40.71911552,-74.00666661,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21113,Subscriber,1962,2,3/31/2016,1
117,833,3/31/2016 15:39,3/31/2016 15:53,79,Franklin St & W Broadway,40.71911552,-74.00666661,265,Stanton St & Chrystie St,40.72229346,-73.99147535,18078,Subscriber,1994,1,3/31/2016,1
118,294,3/31/2016 16:12,3/31/2016 16:17,79,Franklin St & W Broadway,40.71911552,-74.00666661,309,Murray St & West St,40.7149787,-74.013012,19548,Subscriber,1953,1,3/31/2016,1
119,2210,3/31/2016 16:30,3/31/2016 17:07,79,Franklin St & W Broadway,40.71911552,-74.00666661,510,W 51 St & 6 Ave,40.7606597,-73.98042047,21760,Subscriber,1983,1,3/31/2016,1
120,782,3/31/2016 16:35,3/31/2016 16:48,79,Franklin St & W Broadway,40.71911552,-74.00666661,265,Stanton St & Chrystie St,40.72229346,-73.99147535,19819,Subscriber,1956,1,3/31/2016,1
121,198,3/31/2016 16:37,3/31/2016 16:41,79,Franklin St & W Broadway,40.71911552,-74.00666661,147,Greenwich St & Warren St,40.71542197,-74.01121978,17379,Subscriber,1953,1,3/31/2016,1
122,357,3/31/2016 16:46,3/31/2016 16:52,79,Franklin St & W Broadway,40.71911552,-74.00666661,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,17465,Subscriber,1972,1,3/31/2016,1
123,491,3/31/2016 16:46,3/31/2016 16:55,79,Franklin St & W Broadway,40.71911552,-74.00666661,127,Barrow St & Hudson St,40.73172428,-74.00674436,16415,Subscriber,1964,1,3/31/2016,1
124,1646,3/31/2016 16:47,3/31/2016 17:15,79,Franklin St & W Broadway,40.71911552,-74.00666661,514,12 Ave & W 40 St,40.76087502,-74.00277668,18653,Subscriber,1965,1,3/31/2016,1
125,183,3/31/2016 16:55,3/31/2016 16:58,79,Franklin St & W Broadway,40.71911552,-74.00666661,276,Duane St & Greenwich St,40.71748752,-74.0104554,18749,Subscriber,1950,1,3/31/2016,1
126,1912,3/31/2016 17:12,3/31/2016 17:44,79,Franklin St & W Broadway,40.71911552,-74.00666661,529,W 42 St & 8 Ave,40.7575699,-73.99098507,15178,Subscriber,1989,2,3/31/2016,1
127,795,3/31/2016 17:23,3/31/2016 17:36,79,Franklin St & W Broadway,40.71911552,-74.00666661,368,Carmine St & 6 Ave,40.73038599,-74.00214988,19847,Customer,NA,0,3/31/2016,1
128,792,3/31/2016 17:23,3/31/2016 17:36,79,Franklin St & W Broadway,40.71911552,-74.00666661,368,Carmine St & 6 Ave,40.73038599,-74.00214988,17716,Customer,NA,0,3/31/2016,1
